name,category,a_pubchemid,smiles,weight
ketotifen,B1,"{11639319,21158561,21918842,23498226,25142452,25142577,25144537,25144538,25144680,36856,3827,45479747,5243870,5282408,66625334,66626677,73746106,77155136,9842280}",CN1CCC(=C2C3=C(C(=O)CC4=CC=CC=C42)SC=C3)CC1,309.42526
kitasamycin,2nd,"{5282189,53297361}",CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)O)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)O)(C)O)N(C)C)O)CC=O)C)O,701.84186
labetalol,C,"{12595692,24848330,3869,45114126,657196,67892329,68667081,71412}",CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O,328.40546
lacidipine,2nd,"{5311217,56656276,56656339,56656455}",CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2C=CC(=O)OC(C)(C)C)C(=O)OCC)C)C,455.54332
lacosamide,B3,{219078},CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,250.29362
lafutidine,2nd,"{5282136,56838928}",C1CCN(CC1)CC2=CC(=NC=C2)OCC=CCNC(=O)CS(=O)CC3=CC=CO3,431.54836
lamivudine,B3,"{10125770,45263591,53311118,53311193,53311194,53377744,56847908,56847909,56847910,56847911,56847912,56847962,56847963,56847964,56847965,56847966,56848012,57330061,60197760,60825,78322817,78322818,86677229,89961764}",C1C(OC(S1)CO)N2C=CC(=NC2=O)N,229.25624
lamotrigine,D,"{18509000,3878,66779551,68861775,68929340,86666369,9841402}",C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,256.09138
lanreotide,C,"{71348,71349}",CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)N)C(=O)NC(C(C)O)C(=O)N.CC(=O)O,1156.37532
lansoprazole,B3,"{10271919,10272916,12044540,12044541,19598444,22479334,3883,53340939,66894805,69398001,69867091,71474531,71474532,71474533,71474575,75306575,75635019,76040103,77140907,87259798,88329208}",CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,369.36147
lanthanum,B3,"{10181524,104897,16211478,16211668,16212794,19009589,20098173,20982162,21499988,21871496,22026950,22184273,22287627,22400962,23926,24839889,25199703,2733938,3272371,45051674,57461239,59071736,59071737,59071738,59071739,60161308,72507197,72507198,72507199,72507200}",[La],138.90547
lanthanum carbonate,2nd,"{10176574,14598864,168924,20977853,21903739,57468251,60161437,72668820,88437663}",C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])[O-].[La+3].[La+3],457.83764
lapatinib,C,"{11557040,11679357,208908,23652897,25152498,25152499,25152500,25152699,25152701,25152918,25152919,25152920,25153126,51380939,56653788,67432581,68558672,68558855,68558981,68559408,68560175,68722604,69242914,71584952,71584954,73010847,86280694,86291044,86622662,87397209,87497021,90356832,9941095}",CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,581.057543
larotrectinib,D,{46188928},C1CC(N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CCC(C4)O)C5=C(C=CC(=C5)F)F,428.4
latanoprost,B3,"{5311221,67105739,87259941}",CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O,432.5928
lauromacrogol,B3,{24750},CCCCCCCCCCCCOCCO,230.39
ledipasvir,B1,"{67505836,78357794}",CC(C)C(C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C1CCC(C1)N9C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC,888.999866
leflunomide,X,"{22560978,3899}",CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,270.20727
lenalidomide,X,"{216326,44234575,44234576,44234578,44234579,44234580,44234581,46220375,50914661,66586201,66586206,67050872,71483257,77988092,86293503,86294383,86294384}",C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,259.26062
lenvatinib,D,"{11237762,11260694,11261174,11307007,11465410,9823820}",COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl,426.85296
lepirudin,B3,{16132441},CCC(C)C(C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(CS)C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(C(C)O)C(=O)N1CCCC1C(=O)NC(CCCCN)C(=O)N2CCCC2C(=O)NC(CCC(=O)N)C(=O)NC(CO)C(=O)NC(CC3=CN=CN3)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CC4=CC=CC=C4)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)CC)C(=O)N5CCCC5C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(CC6=CC=C(C=C6)O)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)O)NC(=O)C(CS)NC(=O)C(CCCCN)NC(=O)C(CC(=O)N)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CS)NC(=O)C(C(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CS)NC(=O)C(CC(C)C)NC(=O)C(CS)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CS)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC7=CC=C(C=C7)O)NC(=O)C(C(C)O)NC(=O)C(CC(C)C)N,6985.47154
lercanidipine,C,"{10532254,157917,24764463,24884868,51371130,56656456,56656457,57516037,60031673,65866,67958569,67958570,68524178,68541565,85042892,87296028,87490357,88541791}",CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC,611.72724
lesinurad,B1,"{53465279,56928182,57811370,66985391,67321897,67340387}",C1CC1C2=CC=C(C3=CC=CC=C23)N4C(=NN=C4Br)SCC(=O)O,404.28096
letermovir,B3,{45138674},COC1=C(C=C(C=C1)C(F)(F)F)N2C(C3=C(C(=CC=C3)F)N=C2N4CCN(CC4)C5=CC(=CC=C5)OC)CC(=O)O,572.550633
letrozole,D,"{3902,66615140,66880769,85857969}",C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,285.30274
leuprorelin,D,{657181},CCNC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6,1209.4
levamisole,B3,"{198119,21126691,23615795,26879,27944,45114127,51358268,68638766,68838750,70425912,71421477}",C1CSC2=NC(CN21)C3=CC=CC=C3,204.29138
levetiracetam,B3,"{5284583,69301754}",CCC(C(=O)N)N1CCCC1=O,170.20896
levobunolol,C,"{24848269,39468,441415,51371421,5284409,67108273,68898493}",CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O,291.3853
levobupivacaine,B3,"{117965,44194854,44194858,49852293,66614975,66615074,67216875,67505278,67506348,6992032,86591002,86754876,92253}",CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C,288.42772
levocabastine,B3,"{50986661,51371453,54384,54385,86295142,87454118}",CC1CN(CCC1(C2=CC=CC=C2)C(=O)O)C3CCC(CC3)(C#N)C4=CC=C(C=C4)F.Cl,456.980003
levocetirizine,B2,"{1548999,1549000,15977288,28145931,58442839,67336450,67405564,69612345,71616723,71616724,71616725,9955977}",C1C[NH+](CC[NH+]1CCOCC(=O)[O-])C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,389.89574
levodopa,B3,"{12002502,16042129,20849410,57422611,57462290,6047,66600568,66787571,66895015,67201451,6971033,70240639,70489279,86738938,87208302,87512761,88508976}",C1=CC(=C(C=C1CC(C(=O)O)N)O)O,197.18794
levodropropizine,2nd,"{65859,6919197}",C1CN(CCN1CC(CO)O)C2=CC=CC=C2,236.3101
levofloxacin,2nd,"{149096,178438,25119532,3033924,46191666,66709612,6956357,71300639,87243983,9908810}",CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,361.367503
levomepromazine,2nd,"{11954230,45382234,45479743,5282484,66509205,6919170,72286,72287}",CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C.C(=CC(=O)O)C(=O)O,444.54382
levonorgestrel,B3,"{13109,87487616,87766568,88617677}",CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,312.44582
levosulpiride,2nd,"{688272,6919163}",CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,341.42582
lidocaine,A,"{16051982,16219577,178020,178022,18180225,18528736,18780775,21217197,21218263,21644389,22483,25010309,3676,3924,42605856,46912271,46912272,49852294,53313237,53424546,6314,6442263,657223,67568503,67676254,67866203,68521965,69335483,73449198,74387998,76962800,87241603}",CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,234.33728
lifitegrast,B1,"{11965427,56963348}",CS(=O)(=O)C1=CC=CC(=C1)CC(C(=O)O)NC(=O)C2=C(C=C3CN(CCC3=C2Cl)C(=O)C4=CC5=C(C=C4)C=CO5)Cl,615.48106
lignocaine,A,"{16051982,16219577,178020,178022,18180225,18528736,18780775,21217197,21218263,21644389,22483,25010309,3676,3924,42605856,46912271,46912272,49852294,53313237,53424546,6314,6442263,657223,67568503,67676254,67866203,68521965,69335483,73449198,74387998,76962800,87241603}",CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,234.33728
limaprost,1st,"{40479726,6438378}",CCCCC(C)CC(C=CC1C(CC(=O)C1CCCCC=CC(=O)O)O)O,380.51824
linagliptin,B3,"{10096344,24916993,46829517,46829518,46829546,46829547,46829548,46829550,46829578,46829579,46829580,46829694,46829715,46829805,46829840,46829876,46829948,46830026,71626977}",CC#CCN1C2=C(N=C1N3CCCC(C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,472.54222
lincomycin,A,"{21148443,3000540,45489770,60209196,64710,68116619,68814200,68849533,7067897,71476}",CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O.Cl,442.9983
lindane,B3,"{20029694,727,76964914,87096256,87098536,87113380,87125479,87147717,87177115,87272164,87330092,87409122,87554901,87649985,87881338,88052989,88264733,88324468,88421943,88634315,88635249,88684015,88694684,88743866}",C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,290.82984
linezolid,B3,"{24780538,25217319,441401,51033637,67257701,67322567,67344940,67345052,67346484,68832670,70305572,70674614,70674615,70674616,86628493,87259935,88265086}",CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,337.346103
liothyronine,A,{5920},C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O,650.97
lipegfilgrastim,B3,{70683024},CC(C(C(=O)O)N)OC1C(C(C(C(O1)COC2(CC(C(C(O2)C(C(CO)O)O)NC(=O)CNC(=O)OCCOC)O)C(=O)O)O)O)NC(=O)C,730.66954
liraglutide,B3,{16134956},CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC6=CN=CN6)N)C(=O)O,3751.202
lisinopril,D,"{11865407,22887897,44146913,5362118,5362119,66608644,67877187,9911559,9933010}",C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O.O.O,441.5185
lithium carbonate,2nd,"{11125,21917306,23072679,23615375,23678576,24182454,516884,5458168,57450782,6335833,71774815,72203847,87339436,87790919}",[Li+].[Li+].C(=O)([O-])[O-],73.8909
lithium salts,D,{135564848},[Li+].CC1=CC(=C(C=C1N=NC2=CC3=C(C=C(C=C3C=C2)S(=O)(=O)[O-])S(=O)(=O)[O-])OC)N=NC4=C(C=C5C=C(C=CC5=C4O)N)S(=O)(=O)[O-].C(CO)N(CCO)CCO.[Na+].[K+],916.9
lixisenatide,2nd,{90472060},CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)N)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC8=CNC=N8)N,4858
lobeglitazone,2nd,{9826451},CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC(=NC=N3)OC4=CC=C(C=C4)OC,480.5
lodoxamide trometamol,B1,{11192129},C1=C(C=C(C(=C1NC(=O)C(=O)O)Cl)NC(=O)C(=O)O)C#N.C(C(CO)(CO)N)O.C(C(CO)(CO)N)O,553.9
lomefloxacin,2nd,"{23615798,23615799,24848225,3948,45114125,46190772,46190773,57516048,60622,67479788,67799080,68624,74685900,75168213}",CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O,351.347866
lomustine,D,"{3950,72195185,87169254}",C1CCC(CC1)NC(=O)N(CCCl)N=O,233.69524
lonazolac,2nd,"{156369,21123490,21126771,21981070,23695992,46174093,66644130,67048003,68706,6917852,6918990}",C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Cl)CC(=O)O,312.75032
loperamide,B3,"{22269559,3954,3955,43833345,57516049,60163001,67454245,67764865,68649084,69305254,71420,88294099,88294183}",CN(C)C(=O)C(CC[NH+]1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,478.04546
loracarbef,B1,"{23623633,44311686,45266920,5284584,5284585,70137903,9908181}",C1CC(=C(N2C1C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl.O,367.78422
loratadine,B1,"{10112775,11669453,3957,57414722,67401080,68818326,69623320,76903036}",CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,382.88322
lorazepam,C,"{18318791,20979990,23617880,3958,67919374,69380946,69603135}",C1=CC=C(C(=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O)Cl,321.1581
lorcaserin,1st,"{11658859,11658860,11673085,23650810,23652277,40638120,53302095,56924623,56925115,56925116,56925117,56925118,56929014,56929054,56929673,56929674,56929675,56929676,66613436,66613635,66613666,66613667,70678853,71711006}",CC1CNCCC2=C1C=C(C=C2)Cl.O.Cl,250.16478
lorlatinib,D,{71731823},CC1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C,406.4
lornoxicam,2nd,"{54690031,54727887,68797430}",CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3,371.8192
losartan,D,"{11476710,11751549,18318845,18318846,18518524,21989751,23663390,23670019,23683500,24848371,24895680,24895681,25749227,3961,44387612,49832232,49832233,49834719,49834720,49834721,53396294,67459633,68522728,68617789,68908147,69163106,69163274,69864885,75299419,87530651,9847164,9891565}",CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,422.91062
loteprednol,2nd,"{444025,87139558}",CCOC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)OCCl,466.95174
lovastatin,1st,"{11614616,20111699,53232,53234951,53252194,66852195,67542330,68431475,69431560,75202805,75202806,75202807,75202808,75202927,75202928,75202929,75202930,75202931,75203056}",CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,404.53964
loxoprofen,2nd,"{21893804,23663407,23674745,3965,45275811,46924818,66586067,66617703,71736003,72683095}",CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,246.30162
lubiprostone,2nd,"{157920,40479749}",CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F,390.461886
lumiracoxib,C,"{151166,21100361,23696340}",CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,293.720623
lurasidone hydrochloride,B1,{11237860},C1CCC(C(C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)C6C7CCC(C7)C6C5=O.Cl,529.1
lypressin,B2,{644076},C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)N)C(=O)NC(CCCCN)C(=O)NCC(=O)N,1056.2
macitentan,X,{16004692},CCCNS(=O)(=O)NC1=C(C(=NC=N1)OCCOC2=NC=C(C=N2)Br)C3=CC=C(C=C3)Br,588.2729
macrogol,B1,{174},C(CO)O,62.07
mafenide acetate,2nd,"{15939713,21584567,21966514,22145229,23724941,25590,3745420,3998,43833473,45114087,53350309,6454021,66896262,67313,67820483}",C1=CC(=CC=C1CN)S(=O)(=O)N,186.2315
magnesium salicylate,2nd,"{10220196,10716,15869694,160978,16760658,17872858,18681510,18943026,18943029,20686671,23188856,23664627,23698465,23709107,24195826,24242,24871323,25199683,3045402,338,517068,5282387,54675850,54676850,54684589,54684600,54684813,54690287,54693426,54693766,54694120,54697583,54699166,54706797,54706798,54707000,54708618,54708862,54713568,54714197,54716185,54718260,54719954,54720830,54723200,54723320,54740722,54746203,57464681,57474045,57485846,57508763,57514694,57514720,58899088,59061585,64738,66598861,66630072,66630073,66691110,66691980,66691981,66706056,66709626,66709627,66718444,66848367,66893118,66898929,66969714,66969716,67056343,67058460,67508341,67615233,67636128,67636966,67660896,67679775,67727490,67840322,67848513,67848514,67906913,67979222,67979224,68124608,68124610,68660984,68660987,68741404,68785015,68785018,68850672,68908384,68991637,69594042,69915361,69965197,70049168,70122828,70143134,70290555,70290557,70294772,70294774,70425413,70445669,70445672,70519202,70524135,70539316,70563768,70563771,70580407,70580409,72504187,73952057,74339951,76333091,86605191,86733341,86746679,87433452,88791742,89314524}",C1=CC=C(C(=C1)C(=O)O)O,138.12074
magnesium sulfate,2nd,{24083},[O-]S(=O)(=O)[O-].[Mg+2],120.37
malathion,B2,"{17790862,4004}",CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,330.358022
manganese chloride,2nd,"{16211237,24480,643989,90470232}",Cl[Mn]Cl,125.844045
manganese chloride,2nd,"{10154190,10313134,17950294,20273655,22571409,50986071,9964357}",[Cl-].[Cl-].[Cl-].[Cl-].[Mn],196.750045
manidipine,2nd,"{150762,17938231,19871244,24848218,4008,57516056,75682708,9874294}",CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC,610.69942
mannitol,B2,"{54755557,60204923,6251,86630034,86736247,87088279,87216606,87238995,87286378,87331183,87589951,87604733,87667559,87691304,87768113,87892231,87966753,88038555,88118855,88213750,88262009,88510929,88732436,88868271}",C(C(C(C(C(CO)O)O)O)O)O,182.17176
maraviroc,B1,"{29982868,3002977,56847713,86692309}",CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C,513.665546
mazindol,B3,"{3041799,4020,69728333}",C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O,284.74022
mebendazole,B3,"{4030,5257943,68638996,69299443,72550166}",COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,295.29272
mebeverine,B2,"{17683,23615805,4031,45114099,57458818,657305,74685734,76546083}",CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC,429.5491
mebrofenin,2nd,"{54158,6956334,91618133}",CC1=CC(=C(C(=C1NC(=O)CN(CC(=O)O)CC(=O)O)C)Br)C,387.22576
meclofenamic acid,2nd,"{23663959,23702523,4036,4037,4038,44347793,67727415,69029286,70607057,9883509}",CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl,295.1407
medroxyprogesterone,A,{10631},CC1CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,344.5
mefenamic acid,C,"{23665724,4044,4195974,67726883,69774779,9914656}",CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,241.2851
mefloquine,B3,"{21146010,24848226,40692,44423111,65329,71587223,87208403,87721688,88045836}",C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,378.312159
mefruside,C,{4047},CC1(CCCO1)CN(C)S(=O)(=O)C2=CC(=C(C=C2)Cl)S(=O)(=O)N,382.88336
megestrol,D,{19090},CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,342.4718
melatonin,B3,"{22004799,23297361,67709032,67855697,70011697,896}",CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,232.27834
meloxicam,C,"{23674333,23689090,23697013,23702962,23711070,23712138,3427757,4051,54677470,54690273,54691252,54708277,54746914,54746915,54746922,60148442,74085129,74086847,74089082,76216500,87092961,87093051,87096989,87375902,87517294,87569328,88218322,90660514}",CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)[O-].[Na+],373.382549
melphalan,D,"{23615818,24832839,24832842,460612,66725828,67513613,69150702,6918992,86764071,86764072,86764073,87815567,9927978}",C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl,305.20022
memantine,B2,"{181458,22763945,22763946,23131174,25168297,25168298,25168299,25168300,25168301,25168430,2842572,3833001,4054,43834392,44319334,56847318,56847320,56847321,56847386,66766747,67111013,67446725,69278170,69503543,69755861,70628947}",CC12CC3CC(C1)(CC(C3)(C2)N)C,179.30184
menotrophin,1st,{21888462},CC(C)(C)CCCCC=O,142.24
mepivacaine,A,"{20399372,24848322,4062,45114128,517315,657372,66070,67453991,69534711,75988572}",CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C,246.34798
mepolizumab,B1,{56603701},CC1(CCC2(CCC3(C(=C2C1)CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)OC7CCC(C(C7O)O)O)O)C)C)C)C(=O)O)C,762.96624
meprobamate,C,"{18352582,20151441,4064,53630836,88166651,88385088}",CCCC(C)(COC(=O)N)COC(=O)N,218.25022
mercaptamine bitartrate,B3,{23111531},C(CS)N.C(C(C(=O)O)O)(C(=O)O)O,227.24
mercaptopurine,D,"{12358754,17898259,23675754,2724350,3083686,667490,69330200,6950468}",C1=NC2=C(N1)C(=S)N=CN2,152.17706
meropenem,B2,"{23718739,40466974,441129,441130,67321907,68826380}",CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O.O.O.O,437.50834
mertiatide,2nd,{60778},C(C(=O)NCC(=O)O)NC(=O)CNC(=O)CS,263.27
mesalazine,C,"{19909449,20038734,20059892,201587,21127634,23663686,3694047,4075,44124106,54675840,59069817,67230916,67494453,67494558,68938267,69004731,70378511,70378514,89858584,90149789}",C1=CC(=C(C=C1N)C(=O)O)O,153.13538
mesna,B1,"{20539508,20545680,23049867,23049872,23049877,23662354,23720467,29769,4077,445252,598,86731798,87974379,88024853,89598153,89598193,89979422,9815303}",C(CS(=O)(=O)O)S,142.19724
mesterolone,X,{15020},CC1CC(=O)CC2C1(C3CCC4(C(C3CC2)CCC4O)C)C,304.46688
mestranol,B3,{6291},CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC,310.42994
metaraminol,C,"{16219659,23618492,23620305,24906313,25271812,441414,51371362,54600654,5906,60196269,6419984,6604548,72941470}",CC(C(C1=CC(=CC=C1)O)O)N,167.20502
metformin,C,"{10220532,11195500,11264645,11310327,11436503,11971282,14219,18761010,20846485,21177118,22604993,23615830,24961549,4091,46198853,46198993,46198994,46198995,46892383,46892505,46892506,46892511,46892639,49835532,53630812,60003225,71441932,85055238,85595112,86640710,87106123,87288714,87559023,87658206,88159160,89499186,9821030,9864363}",CN(C)C(=N)N=C(N)N,129.16364
methacycline,D,"{54675785,54683921,54685047,54725729,54732803,54735846,54748660,74764321,88483212}",CN(C)C1C2C(C3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O,442.41868
methadone,C,"{135036,14184,16051920,18987085,21576695,23424049,25234596,27177,4095,46864220,53627472,66632181,67212909,67743588,67830513,68418406,68637807,69337267,69337287,69990866,70183333,77322022,77517609}",CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,309.44518
methdilazine,B2,"{14676,14677,24848360,5458369,66779067}",CN1CCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42.Cl,332.89074
