name,category,a_pubchemid,smiles,weight
entacapone,0,"{25010294,25271884,5281081,78357787,87520865}",CCN(CC)C(=O)C(=CC1=CC(=C(C(=C1)O)O)[N+](=O)[O-])C#N,305.286
gadobenate dimeglumine,1,"{49799998,6918204,9812036}",CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O.C1=CC=C(C=C1)COCC(C(=O)[O-])N(CCN(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-])CC(=O)O.[Gd+3],1058.14838
duloxetine,0,"{11639633,11966296,16738712,23649462,24848260,45114142,57515987,59762652,60834,60835,66649577,67248700,67283492,67388024,68524317,68562577,68627555,68829863,68910512,86618017,86635738,86763501}",CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl,333.8755
calcitonin,0,{16129616},CC(C)CC1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)N1)CC(=O)N)CO)N)C(=O)NC(C(C)C)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC2=CN=CN2)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N4CCCC4C(=O)NC(CCCNC(=N)N)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C(C)O)C(=O)N5CCCC5C(=O)N)C(C)O)CO,3431.8531
mazindol,0,"{3041799,4020,69728333}",C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O,284.74022
nonoxinol 9,0,{72385},CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCO,616.8
nemonapride,0,"{20332212,4452,74441477}",CC1C(CCN1CC2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3OC)NC)Cl,387.90304
magnesium salicylate,0,"{10220196,10716,15869694,160978,16760658,17872858,18681510,18943026,18943029,20686671,23188856,23664627,23698465,23709107,24195826,24242,24871323,25199683,3045402,338,517068,5282387,54675850,54676850,54684589,54684600,54684813,54690287,54693426,54693766,54694120,54697583,54699166,54706797,54706798,54707000,54708618,54708862,54713568,54714197,54716185,54718260,54719954,54720830,54723200,54723320,54740722,54746203,57464681,57474045,57485846,57508763,57514694,57514720,58899088,59061585,64738,66598861,66630072,66630073,66691110,66691980,66691981,66706056,66709626,66709627,66718444,66848367,66893118,66898929,66969714,66969716,67056343,67058460,67508341,67615233,67636128,67636966,67660896,67679775,67727490,67840322,67848513,67848514,67906913,67979222,67979224,68124608,68124610,68660984,68660987,68741404,68785015,68785018,68850672,68908384,68991637,69594042,69915361,69965197,70049168,70122828,70143134,70290555,70290557,70294772,70294774,70425413,70445669,70445672,70519202,70524135,70539316,70563768,70563771,70580407,70580409,72504187,73952057,74339951,76333091,86605191,86733341,86746679,87433452,88791742,89314524}",C1=CC=C(C(=C1)C(=O)O)O,138.12074
netilmicin,1,"{23581789,441306,52354867,62115}",CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N.CCNC1CC(C(C(C1OC2C(C(C(CO2)(C)O)NC)O)O)OC3C(CC=C(O3)CN)N)N.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O,1441.55148
flucloxacillin,0,"{21319,23620326,23620327,23667629,23706211,24197860,25195410,44250447,44250927,67035172,67479986,76969488,87246294}",CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,453.871783
fosamprenavir,0,"{11954282,131535,131536,131537,16052024,20846146,21121448,53386305,59132282,59904988,59978689,60096525,66691449,67416477,9809333,9895497}",CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)OP(=O)([O-])[O-])S(=O)(=O)C3=CC=C(C=C3)N.[Ca+2],623.668922
delapril,0,"{13132312,21598472,40466929,5362115,5362116,57515970,88002143}",CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N(CC(=O)O)C2CC3=CC=CC=C3C2.Cl,489.00362
palbociclib,1,"{11431660,40469167,5330286,60167560}",CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C,447.53276
levamisole,0,"{198119,21126691,23615795,26879,27944,45114127,51358268,68638766,68838750,70425912,71421477}",C1CSC2=NC(CN21)C3=CC=CC=C3,204.29138
acetylcysteine,0,{12035},CC(=O)NC(CS)C(=O)O,163.2
ixabepilone,0,{6445540},CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C,506.69778
clemastine,0,"{23619238,26986,26987,41097850,45479735,5281069,57414723,6426695,66847663,70284819,70287173,70289126,90009125}",CC(C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCCC3CCCN3C.C(=CC(=O)O)C(=O)O,459.9624
lifitegrast,0,"{11965427,56963348}",CS(=O)(=O)C1=CC=CC(=C1)CC(C(=O)O)NC(=O)C2=C(C=C3CN(CCC3=C2Cl)C(=O)C4=CC5=C(C=C4)C=CO5)Cl,615.48106
colistimethate,0,{216258},CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC(C(C)O)C(=O)NC(CCNCS(=O)(=O)[O-])C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCNCS(=O)(=O)[O-])CC(C)C)CC(C)C)CCNCS(=O)(=O)[O-])CCNCS(=O)(=O)[O-])C(C)O.[Na+].[Na+].[Na+].[Na+].[Na+],1749.8
quinapril,1,"{24848377,40466957,45114110,54891,54892,66870422,66916691,68893313,69015690,69225145,69226292,69226293,87072156,87741075,88107337,9912115,9934075}",CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O.Cl,474.97704
pranoprofen,0,"{23687372,42606169,4888,69612922,70270364,74441093}",CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,255.26862
estriol,0,"{190286,5756,66660919,67732570,69285990,70248431,70249185}",CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O,288.38136
bambuterol,0,"{51371393,54765,54766,57515921,74441486}",CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O.Cl,403.9009
amfenac,0,"{13960902,2136,21786118,23663941,23665728,66587144,68003772,68119759,68119886,68120388,68667642,70398139,70452197,70529767,70589952,70590206,70590207,70591270,70591271}",C1=CC=C(C=C1)C(=O)C2=C(C(=CC=C2)CC(=O)O)N,255.26862
cefotaxime,0,"{10695961,45157647,46221541,5742673,9777579}",CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,455.46548
ipragliflozin,0,{10453870},C1=CC=C2C(=C1)C=C(S2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)F,404.451843
troglitazone,0,"{18413504,19822249,5591,56593243,87257045,88178353,88310485,9934773}",CC1=C(C(=C2CCC(OC2=C1C)(C)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4)C)O,441.53988
ivabradine,1,"{132999,3045381,40466966,44250717,44599367,44599368,44599532,44599533,44599534,44599693,44599695,44599696,44599861,44599862,44599864,44600015,46856313,53362081,54589396,54596973,54596974,54770146,57329902,66884077,72547700,86643432,86683108,87440403,87789044}",CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)CC3CC4=CC(=C(C=C34)OC)OC,468.58514
rotigotine,0,"{180335,25271860,42610265,42610266,44199391,46863935,49831461,50916340,50916341,50916842,50917027,50917030,50917031,50917216,50917217,59226,59227,72203410,86343821,86581729}",CCC[NH+](CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O.[Cl-],351.93384
tamoxifen,0,"{11859056,12543888,20057167,25010734,2733525,2733526,53316424,6369059,66601093,67120745,67397678,69003300,69566102,69758827,70180025,70292451,86591400,86743722,87075098,88253942}",CCC(=C(C1=CC=CC=C1)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,563.63808
tobramycin,1,"{11954252,23620295,36294,51432351,62005,66872841,66873468,66933077,67568128,70230684,70608129,86619106,87415937,87553344}",C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,467.51448
procaterol,0,"{45114182,4916,5255974,60163106,656601,657335,67917295,68564160,6917801,70362996}",CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C,290.35748
danazol,1,"{28417,87844846}",CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5,337.45528
niraparib,1,"{24958200,44137083,44137210,44137212,44137213,44550597,57501620,57501624,57501627,68733386,68733388,68767172,68767173,68771419,74763937,78357761,87567495,87568774}",C1CC(CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N,320.3883
pentamidine,0,"{10431865,12314068,18955170,19913154,19913156,19913157,19913160,19913161,19913162,22956467,24834404,24848374,25092019,3297638,39654,44358065,4735,72196,76284256,85602243,85602248,85602249}",C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,340.41946
allopurinol,0,"{16051976,20185977,20185990,20849379,2094,23662349,56971650,69681387,70691471,73415747}",C1=C2C(=NC=NC2=O)NN1,136.11146
flutamide,1,"{17898263,3397,46864459}",CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,276.21185
betamethasone,0,"{146364,66606135,66778372,67193376,67631814,71082507,91756378}",CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)F)O)C)C)OC(=O)CC,504.587583
apraclonidine,0,"{21479682,2216,51371111,51763,57515911,6921705,86295008}",C1CN=C(N1)NC2=C(C=C(C=C2Cl)N)Cl,245.1085
mercaptopurine,1,"{12358754,17898259,23675754,2724350,3083686,667490,69330200,6950468}",C1=NC2=C(N1)C(=S)N=CN2,152.17706
gentamicin,1,"{25202821,3467,44134730,57369621,78161629}",CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,477.59542
etretinate,1,"{5282375,88251109}",CCOC(=O)C=C(C)C=CC=C(C)C=CC1=C(C(=C(C=C1C)OC)C)C,354.4825
ribociclib,1,"{44631912,57334219,67242274}",CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,434.5373
tegoprazan,0,{23582846},CC1=NC2=C(N1)C=C(C=C2OC3CCOC4=C3C(=CC(=C4)F)F)C(=O)N(C)C,387.4
cefaclor,0,"{21680721,23622551,51038,51039,51676917,7048572}",C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl.O,385.82264
disulfiram,0,"{3117,87708417}",CCN(CC)C(=S)SSC(=S)N(CC)CC,296.5392
clotiazepam,0,{2811},CCC1=CC2=C(S1)N(C(=O)CN=C2C3=CC=CC=C3Cl)C,318.8211
ramipril,1,"{23707484,23707485,24808549,24955119,24955120,24990014,24990015,5362129,59762464,66607694,67925294,68679807,69122884,69166474,69167745,69174007,6992028,70580585,87670208,87830935,9803939}",CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O,416.51058
cyclofenil,1,"{20555041,2898}",CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C,364.43426
moxonidine,0,"{11231255,18934261,45114196,4810,6917782,87762956,88235610,88237621}",CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,241.67748
clinofibrate,0,"{2787,70542088,74483341,87601373}",CCC(C)(C(=O)O)OC1=CC=C(C=C1)C2(CCCCC2)C3=CC=C(C=C3)OC(C)(CC)C(=O)O,468.58184
azosemide,0,"{2273,51614199,67743605,69037502}",C1=CSC(=C1)CNC2=CC(=C(C=C2C3=NNN=N3)S(=O)(=O)N)Cl,370.83774
tolcapone,0,"{25271876,4659569,87844396}",CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],273.24084
camostat,0,"{10113805,11978780,11978781,11978900,20071832,25273592,2536,43071,5271802,5284360}",CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N,398.41248
amikacin,1,"{16218899,20848878,25010735,37768,38351,44659004,5458175,66872570,67568780,68495896,68897468,69723725,86604149,86619108,87415953,90657305}",C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,585.60252
chlorcyclizine,0,"{101605,23623870,2710,51358258,62413,74548842,78423092}",CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,300.82574
eformoterol,0,"{11954385,16088023,17960060,23223559,24804878,25054117,3410,443956,44463052,44463053,44463054,44463055,44463056,44463305,45110527,45479745,5282416,53396306,71296911,71435668,72773467,73719232,74441105,75034469,75114787,75288412,75288413,75288461,75288770,78122730,78422521,9912089,9919001,9935488}",CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,344.40486
dihydrotachysterol,0,{5281010},CC1CCC(CC1=CC=C2CCCC3(C2CCC3C(C)C=CC(C)C(C)C)C)O,398.66424
papaverine,0,"{20031727,21402137,21441075,23310958,23615883,3083940,44714855,46174074,46785814,4680,491085,53399235,53422087,5351522,57468202,6084,657373,67892359,69336661,69465030,69974188,70524144,74925}",COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,339.38504
sodium phenylbutyrate,0,"{11187721,11428073,22053264,23674363,4775,5258,54604810,6331213,66879083,67246572,70173336,86588443}",C1=CC=C(C=C1)CCCC(=O)O,164.20108
insulin glulisine,0,{16136701},CCC(C)C1C(=O)NC2CSSCC(C(=O)NC(CSSCC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CO)CC(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(C)C)CCC(=O)O)CC(=O)N)CC4=CC=C(C=C4)O)C(=O)NC(CC(=O)N)C(=O)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CC5=CC=CC=C5)C(=O)NC(CC6=CC=CC=C6)C(=O)NC(CC7=CC=C(C=C7)O)C(=O)NC(C(C)O)C(=O)N8CCCC8C(=O)NC(CCC(=O)O)C(=O)NC(C(C)O)C(=O)O)C(C)C)CC(C)C)CC9=CC=C(C=C9)O)CC(C)C)C)CCC(=O)O)C(C)C)CC(C)C)CC2=CNC=N2)CO)NC(=O)C(CC(C)C)NC(=O)C(CC2=CNC=N2)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(CC2=CC=CC=C2)N)C(=O)NC(C(=O)NC(C(=O)N1)CO)C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)CN,5823.0
azatadine,0,"{16052003,19861,21158508,21933722,5281066,53486409,66273,66689666,69650887,73746083,75373670}",CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1,290.40208
letrozole,1,"{3902,66615140,66880769,85857969}",C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,285.30274
clonidine,0,"{12281497,20179,20255880,21178463,2803,46221502,46221503,46221707,50986872,5233032,53410680,67008556,68525195,68860849,85177874,89786211,9818176}",C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,230.09386
vardenafil,0,"{10142962,10279831,110634,11591765,147352,18712392,20843188,22715367,23581791,25025184,45114139,46939964,50943256,50943257,50943335,50943337,50943338,50943339,53475706,53477282,53477283,53477393,53477394,53477396,56598027,56598161,56598162,56598163,56598299,6918463,71576050,71576051,71576052,86270241}",CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,488.60298
isoprenaline,0,"{13701,160420,20369793,22298949,23115911,23616062,23616499,24835642,26792,3779,3931172,57513594,5807,656677,67892406,69529908,69684385,71586917,8239,87129292,88122071,9796663}",CC(C)NCC(C1=CC(=C(C=C1)O)O)O,211.25758
ubenimex,0,"{10960812,11957481,44434006,6992132,72172,78224496,78358331}",CC(C)CC(C(=O)O)NC(=O)C(C(CC1=CC=CC=C1)N)O,308.37276
ferric carboxymaltose,0,{67172434},C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)OC(=O)O)O)O,386.30598
clobetasone butyrate,0,{71386},CCCC(=O)OC1(C(CC2C1(CC(=O)C3(C2CCC4=CC(=O)C=CC43C)F)C)C)C(=O)CCl,478.980683
docetaxel,1,"{148123,148124,44250871,46214236,66605079,67111025}",CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O.O.O.O,861.92506
primidone,1,{4909},CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,218.25176
gestoden,0,{3033968},CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34,310.4
dobutamine,0,"{18177368,20163151,20205114,208850,22253678,22366973,36811,46878359,51371168,54759025,65324,78422653,86741854}",CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O,301.38012
idoxuridine,0,{5905},C1C(C(OC1N2C=C(C(=O)NC2=O)I)CO)O,354.1
thiabendazole,0,"{18916019,5430,57815678,66780163,69360135,71356271,76619371,77647987,87225582,88101}",C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,201.24768
mivacurium,0,"{5281042,5281080}",C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C(=C3)OC)OC)OC)OC)OC)CCCOC(=O)CCC=CCCC(=O)OCCC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C(=C6)OC)OC)OC)OC)OC)C,1029.2608
tetracycline,1,"{27885548,51580080,54675776,54693000,54693896,54698648,54704426,54724242,54724345,54724370,54729290,54729668,57508705,59331856,66809668,66996418,67521012,67800973,67858637,67920182,68654719,69051657,69337001,69534723,69571393,70617176,71587157,71587208,87355527,87789079,87879286,88112295,88505913,90479085}",CC1(C2CC3C(C(=O)C(=C(N)[O-])C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)[O-])O)[NH+](C)C)O,443.42662
cefalotin,0,"{16051963,23675321,45157734,6024,66995565,67786144,7048634,70600702,87268565}",CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CC3=CC=CS3)SC1)C(=O)O,396.43804
alogliptin,0,"{11450633,16658243,26322458,44590827}",CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,339.39164
eplerenone,0,{443872},CC12CCC(=O)C=C1CC(C3C24C(O4)CC5(C3CCC56CCC(=O)O6)C)C(=O)OC,414.4914
cysteamine bitartrate,0,"{161580,23111531,90470742}",C(CS)N.C(C(C(=O)[O-])O)(C(=O)[O-])O,225.21964
indigo carmine,0,"{21158567,25113449,45157425,5282429,5282430,5284351,5988678,87076107}",C1=CC2=C(C=C1S(=O)(=O)O)C(=O)C(=C3C(=O)C4=C(N3)C=CC(=C4)S(=O)(=O)O)N2.[Na+].[Na+],468.368739
mexazolam,0,{4177},CC1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl,363.23784
dienogest,0,"{67042883,68861,69993991}",CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(CC#N)O,311.418
probucol,0,"{4912,78321662,87701572,87786087,88282873}",CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C,516.84162
aliskiren,1,"{16741890,23625795,24917002,46843054,46869605,46869606,46869668,46869669,46869670,46869737,46869738,46869809,53343489,53353691,53353788,53353803,5493444,56656057,6918427,71495569,86643956,9939627}",CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,551.75832
sarpogrelate,0,"{23215292,444005,5160,57354924,74685715,74764351}",CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O,429.50604
triamcinolone,0,"{31307,67898412,70567113,86277923}",CC12CC(C3(C(C1CC(C2(C(=O)CO)O)O)CCC4=CC(=O)C=CC43C)F)O,394.433883
trospium,0,"{24178379,5284631,5284632}",C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O.[Cl-],427.9636
rimiterol,0,"{36283,71409,71772296}",C1CCNC(C1)C(C2=CC(=C(C=C2)O)O)O,223.26828
tolperisone,0,"{11857421,23263048,45489856,46864202,5511,76449276,76449277,76449278,76449279,76449280,76449326,76449328,76449329,86636685,91279146,92965}",CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2,245.35992
acipimox,0,"{11344302,5310993,6989212,87933678}",CC1=CN=C(C=[N+]1[O-])C(=O)O,154.12344
saxagliptin,0,"{11243969,23645676,49800073,53297473,91617922,91618059}",C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N,315.41
romiplostim,0,{5329098},CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C,238.28446
vismodegib,1,"{24776445,53363394}",CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl,421.29706
topotecan,1,"{11489692,11972519,14761101,23623624,36689101,44268668,51371213,51675899,57525346,60699,60700,66680308,67498150,68842640,69599685,73440824,86613398,87410515}",CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=C(C5=C4)CN(C)C)O)O.Cl,457.90676
pravastatin,1,"{10284451,11683807,16064177,16064178,16759173,22967933,23676982,24849132,54687,58890788,60062341,67324365,75203057,75203058,75203059,75203060,75203180,75203181,75203182,75203183,75203184,75203313,9868292}",CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,424.52774
mepolizumab,0,{56603701},CC1(CCC2(CCC3(C(=C2C1)CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)OC7CCC(C(C7O)O)O)O)C)C)C)C(=O)O)C,762.96624
donepezil,0,"{10916711,11397232,11547418,11553534,11569528,11598094,11603801,11604648,11635528,11677224,11691749,11697764,11705976,12001554,19902248,24801485,24801486,24801487,3152,3876660,44263804,44359231,56847252,56847253,56847254,56847255,56847449,56947395,56948672,5741,66664189,68515801,68517111,68518018,68813529,68998616,69000063,69265625,69297248,74319200,86648412,86648413,86648414,86648415,9890434,9936016}",COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,379.49196
metoclopramide,0,"{21118208,21761,22182104,23659,4168,43833342,441347,45114070,49852421,4993182,53262296,656838,657384,66766734,66766788,69826612,70291224,70356758}",CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,299.79638
encorafenib,1,{50922675},CC(C)N1C=C(C(=N1)C2=CC(=CC(=C2F)NS(=O)(=O)C)Cl)C3=NC(=NC=C3)NCC(C)NC(=O)OC,540.010683
thiopentone,0,"{11460215,12832575,16220034,20515366,21148454,23665410,23675349,3000715,3867239,87980134,9795291}",CCCC(C)C1(C(=O)NC(=S)NC1=O)CC,242.33782
vigabatrin,1,"{19593595,25202592,5665,71666447,87891060}",C=CC(CCC(=O)O)N,129.15704
posaconazole,0,"{468595,78357825}",CCC(C(C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5CC(OC5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,700.777386
chlorprothixene,0,"{11774119,1549004,20836420,24892861,24892862,5282478,53313162,6367051,667467,74765286,76955990}",CN(C)CCC=C1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,315.86022
liraglutide,0,{16134956},CCCCCCCCCCCCCCCC(=O)NC(CCC(=O)NCCCCC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(C(C)CC)C(=O)NC(C)C(=O)NC(CC2=CNC3=CC=CC=C32)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CC6=CN=CN6)N)C(=O)O,3751.202
gadopentetate dimeglumine,0,"{450511,55466,71306829,9854461}",CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3],937.99986
cisatracurium,0,{62886},C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-],1243.47918
dopamine,0,"{17800952,19003245,23615352,3713609,43822543,46911794,517540,65340,66703861,67114988,67195532,681,68517194,68897338,69240891,69980694,70234722,70631350,71564,74764100,74766045}",C1=CC(=C(C=C1CCN)O)O,153.17844
difluprednate,0,{443936},CCCC(=O)OC1(CCC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C(=O)COC(=O)C,508.551466
adefovir,0,"{15077588,18436560,29413698,44154443,53302589,60172,68723607,68725649}",C1=NC2=C(C(=N1)N)N=CN2CCOCP(=O)(O)O,273.185742
epoetin alfa,0,{127893},C1=CC=C(C=C1)CC(CC(=O)CNC(=O)C2=CC=CC=C2)C(=O)O,325.4
